"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","should return 404 for non-existent order reference","api","2026-09-11","passed","2026-09-11","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","2","should throw error for completely empty CSV file","unit","2026-09-11","passed","2026-09-11","","readCsvFile","",""
"","334","should have accessible skip link","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","1","should return file modification time","unit","2026-09-11","passed","2026-09-11","","getFileModifiedTime","",""
"","39","should update item quantity in cart","api","2026-09-11","passed","2026-09-11","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","10","seller cannot update product stock below 0","api","2026-09-11","passed","2026-09-11","Seller API -- Edge Cases and Error Handling","api/seller/edge-cases.spec.ts","",""
"","1290","should show error for invalid credentials","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","382","should sort products by price low to high","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Catalogue Toolbar","ui/home-page/authenticated-buyer.spec.ts","",""
"","0","should handle null and undefined values","unit","2026-09-11","passed","2026-09-11","","Edge Cases","",""
"","1254","should clear validation errors when filling fields","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Form Validation","ui/login-page/validation.spec.ts","",""
"","344","should handle special characters in password","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Edge Cases","ui/login-page/edge-cases.spec.ts","",""
"","39","seller cannot create product with missing required fields","api","2026-09-11","passed","2026-09-11","Seller API -- Edge Cases and Error Handling","api/seller/edge-cases.spec.ts","",""
"","13","seller can remove discount from their product","api","2026-09-11","passed","2026-09-11","Seller API -- Product Discount Management > DELETE /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","5","unauthenticated user cannot access seller listings","api","2026-09-11","passed","2026-09-11","Seller API -- GET /api/v1/products/seller/mine","api/seller/products-get.spec.ts","",""
"","2","should parse comma-separated values as arrays","unit","2026-09-11","passed","2026-09-11","","Type Conversion","",""
"","234","should have password field with type password","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Layout and Elements","ui/login-page/layout.spec.ts","",""
"","13","product detail endpoint does not leak sensitive information to buyers","api","2026-09-11","passed","2026-09-11","Seller API -- IDOR and Security Tests","api/seller/security-idor.spec.ts","",""
"","41","should add item to cart","api","2026-09-11","passed","2026-09-11","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","1","should return undefined for invalid path","unit","2026-09-11","passed","2026-09-11","","extractDataFolder","",""
"","12","seller can add percentage discount to their product","api","2026-09-11","passed","2026-09-11","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","503","should show correct discounted price for product 1","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","1","should fallback to directory name when pattern fails","unit","2026-09-11","passed","2026-09-11","","extractDataFolder","",""
"","10","seller cannot add discount exceeding product price","api","2026-09-11","skipped","2026-09-11","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","1400","search submit button works","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","19","should return distinct published categories","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products/categories","api/home-page/products-categories.spec.ts","",""
"","1352","should maintain session after page refresh","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Session Management","ui/login-page/session.spec.ts","",""
"","449","filter by category works","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","1","should parse categories CSV for catalog toolbar","unit","2026-09-11","passed","2026-09-11","","Real-World Scenarios","",""
"","1","should preserve empty strings","unit","2026-09-11","passed","2026-09-11","","Type Conversion","",""
"","7","should return 404 for non-existent product","api","2026-09-11","passed","2026-09-11","Hoem Page API -- GET /api/v1/products/:id","api/home-page/products-id.spec.ts","",""
"","409","should display properly on tablet viewport","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Responsive Design","ui/login-page/responsive.spec.ts","",""
"","1","should read text file","unit","2026-09-11","passed","2026-09-11","","readTextFile","",""
"","485","login link navigates to login page","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","1193","should not clear error on new input","ui","2026-09-11","passed","2026-09-11","Login Page UI -- User Experience","ui/login-page/user-experience.spec.ts","",""
"","6","seller can add fixed amount discount","api","2026-09-11","passed","2026-09-11","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","5","should filter by maxPrice","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","295","should handle unicode characters in email","ui","2026-09-11","skipped","2026-09-11","Login Page UI -- Edge Cases","ui/login-page/edge-cases.spec.ts","",""
"","109","should get empty cart for new user","api","2026-09-11","passed","2026-09-11","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","480","should have product card with accessible labels","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","491","should have accessible search input","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","336","brand logo is visible and links to home","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","2969","should navigate to product detail when product card is clicked","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","294","search input is visible","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","227","should preserve login form data when navigating back","ui","2026-09-11","skipped","2026-09-11","Login Page UI -- Navigation","ui/login-page/navigation.spec.ts","",""
"","2","should build path with environment-specific file when exists","unit","2026-09-11","passed","2026-09-11","","buildCsvFilePath","",""
"","40","should handle cart with discount correctly","api","2026-09-11","passed","2026-09-11","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","1198","should show validation error for invalid email format","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Form Validation","ui/login-page/validation.spec.ts","",""
"","21","should combine price filters","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","1270","should show validation error for empty password","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Form Validation","ui/login-page/validation.spec.ts","",""
"","3","should throw error when no CSV file found","unit","2026-09-11","passed","2026-09-11","","buildCsvFilePath","",""
"","407","should filter products by category","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Catalogue Toolbar","ui/home-page/authenticated-buyer.spec.ts","",""
"","0","should handle JSON array","unit","2026-09-11","passed","2026-09-11","","readJsonFile","",""
"","1","seller can filter their listings by category","api","2026-09-11","skipped","2026-09-11","Seller API -- Pagination and Filtering for Seller Products","api/seller/pagination-filter.spec.ts","",""
"","1357","should successfully login with seller credentials","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","508","should display all product cards","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","7","should filter products by category","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","1715","should show buyer-specific navigation elements","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Header & Navigation","ui/home-page/authenticated-buyer.spec.ts","",""
"","7","should filter products by search query","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","2","should detect spec file path from file:// URL pattern","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","539","shop link is visible and clickable","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","15","should return 401 with invalid token","api","2026-09-11","passed","2026-09-11","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","2","should return true when file exists","unit","2026-09-11","passed","2026-09-11","","fileExists","",""
"","353","sale badge appears on sale items","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","1","should throw error when file does not exist","unit","2026-09-11","passed","2026-09-11","","getAbsolutePath","",""
"","6","seller cannot add invalid image URL","api","2026-09-11","passed","2026-09-11","Seller API -- POST /api/v1/products/:id/images","api/seller/products-images.spec.ts","",""
"","1","should handle missing readFile data","unit","2026-09-11","passed","2026-09-11","","Error Handling","",""
"","1","should handle undefined stack trace","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","411","should display properly on desktop viewport","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Responsive Design","ui/login-page/responsive.spec.ts","",""
"","1","should handle numbers with leading zeros","unit","2026-09-11","passed","2026-09-11","","Edge Cases","",""
"","242","should not auto-complete sensitive data inappropriately","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Security","ui/login-page/security.spec.ts","",""
"","0","should handle CSV with empty values","unit","2026-09-11","passed","2026-09-11","","Integration Scenarios","",""
"","1","should handle missing data folder extraction","unit","2026-09-11","passed","2026-09-11","","Integration Scenarios","",""
"","21","should have proper security headers","api","2026-09-11","passed","2026-09-11","Hoem Page API -- Security Headers","api/home-page/security-headers.spec.ts","",""
"","51","should decrement stock when order is created","api","2026-09-11","passed","2026-09-11","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","7","buyer cannot update any product","api","2026-09-11","passed","2026-09-11","Seller API -- PATCH /api/v1/products/:id","api/seller/products-patch.spec.ts","",""
"","1","should use local as default environment","unit","2026-09-11","passed","2026-09-11","","buildCsvFilePath","",""
"","33","seller cannot add discount to another seller's product","api","2026-09-11","passed","2026-09-11","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","0","should handle file paths with special characters","unit","2026-09-11","passed","2026-09-11","","getAbsolutePath","",""
"","238","should have email field with type email","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Layout and Elements","ui/login-page/layout.spec.ts","",""
"","1","should handle non-Error exceptions","unit","2026-09-11","passed","2026-09-11","","readJsonFile","",""
"","0","should parse sort options CSV with multiple fields","unit","2026-09-11","passed","2026-09-11","","Real-World Scenarios","",""
"","312","should have proper heading hierarchy","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","121","should remove item from cart","api","2026-09-11","passed","2026-09-11","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","485","should show flash message on logout","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Flash Messages","ui/home-page/authenticated-buyer.spec.ts","",""
"","1","should throw error when no spec file path can be detected","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","1","should handle spec files without .spec.ts extension","unit","2026-09-11","passed","2026-09-11","","extractDataFolder","",""
"","35","should not allow order if stock is insufficient","api","2026-09-11","passed","2026-09-11","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","16","seller can issue certificate for their product","api","2026-09-11","passed","2026-09-11","Seller API -- POST /api/v1/products/:id/certificate","api/seller/products-certificate.spec.ts","",""
"","41","should return consistent error envelope for order not found","api","2026-09-11","passed","2026-09-11","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","5","should handle invalid product ID format","api","2026-09-11","passed","2026-09-11","Hoem Page API -- GET /api/v1/products/:id","api/home-page/products-id.spec.ts","",""
"","380","should sort products by price high to low","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Catalogue Toolbar","ui/home-page/authenticated-buyer.spec.ts","",""
"","1399","should handle empty password submission","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","6","should sort products by price descending","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","325","should handle XSS attempts in input fields","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Edge Cases","ui/login-page/edge-cases.spec.ts","",""
"","0","should read and parse JSON file","unit","2026-09-11","passed","2026-09-11","","readJsonFile","",""
"","3","should default to text for unknown extensions","unit","2026-09-11","passed","2026-09-11","","readFile","",""
"","490","should show price was for discounted products","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","2728","home page has no serious violations","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Accessibility","ui/home-page/accessibility.spec.ts","",""
"","1","should read and parse CSV file with headers","unit","2026-09-11","passed","2026-09-11","","readCsvFile","",""
"","0","should return false when file does not exist","unit","2026-09-11","passed","2026-09-11","","fileExists","",""
"","584","should show mobile nav toggle on small screens","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Responsive Behavior","ui/home-page/authenticated-buyer.spec.ts","",""
"","49","should get single order by reference","api","2026-09-11","passed","2026-09-11","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","1","should handle full workflow: extract folder and build path","unit","2026-09-11","passed","2026-09-11","","Integration Scenarios","",""
"","0","should handle non-Error exceptions","unit","2026-09-11","passed","2026-09-11","","readCsvFile","",""
"","6","should handle invalid price filters","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","4","seller cannot update non-existent product","api","2026-09-11","passed","2026-09-11","Seller API -- PATCH /api/v1/products/:id","api/seller/products-patch.spec.ts","",""
"","1","should work with typed interfaces","unit","2026-09-11","passed","2026-09-11","","Type Safety","",""
"","1","should handle file extensions without dot","unit","2026-09-11","passed","2026-09-11","","readFile","",""
"","15","buyer cannot remove discount","api","2026-09-11","passed","2026-09-11","Seller API -- Product Discount Management > DELETE /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","1","should extract folder path from spec file with api path","unit","2026-09-11","passed","2026-09-11","","extractDataFolder","",""
"","1294","should show error for incorrect password","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","1457","product card links to product detail","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","1347","should not expose password in URL","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Security","ui/login-page/security.spec.ts","",""
"","6","should filter by minPrice","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","2705","should successfully register a new buyer account","ui","2026-09-11","passed","2026-09-11","Register Page UI","ui/register-page/register.spec.ts","",""
"","55","should return consistent error envelope for invalid quantity","api","2026-09-11","passed","2026-09-11","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","1281","should show error for non-existent email","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","7","seller cannot update another seller's product","api","2026-09-11","passed","2026-09-11","Seller API -- PATCH /api/v1/products/:id","api/seller/products-patch.spec.ts","",""
"","0","should detect spec file path from different spec extensions","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","1","should throw error when file does not exist","unit","2026-09-11","passed","2026-09-11","","getFileModifiedTime","",""
"","1375","should logout successfully","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Session Management","ui/login-page/session.spec.ts","",""
"","3","should read JSON file based on extension","unit","2026-09-11","passed","2026-09-11","","readFile","",""
"","24","should handle invalid sort parameter","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","1","should return file size in bytes","unit","2026-09-11","passed","2026-09-11","","getFileSize","",""
"","1","should handle path with multiple nested directories","unit","2026-09-11","passed","2026-09-11","","extractDataFolder","",""
"","16","should logout successfully","api","2026-09-11","passed","2026-09-11","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","1","should throw error when file does not exist","unit","2026-09-11","passed","2026-09-11","","getFileSize","",""
"","41","should create order from cart","api","2026-09-11","passed","2026-09-11","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","2","should throw error for empty CSV file","unit","2026-09-11","passed","2026-09-11","","readCsvFile","",""
"","682","should navigate to cart when cart link is clicked","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Header & Navigation","ui/home-page/authenticated-buyer.spec.ts","",""
"","1","should fallback to default file when environment-specific file does not exist","unit","2026-09-11","passed","2026-09-11","","buildCsvFilePath","",""
"","35","seller cannot issue certificate for another seller's product","api","2026-09-11","passed","2026-09-11","Seller API -- POST /api/v1/products/:id/certificate","api/seller/products-certificate.spec.ts","",""
"","328","should have correct ARIA attributes on form","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","6","seller cannot add image to another seller's product","api","2026-09-11","passed","2026-09-11","Seller API -- POST /api/v1/products/:id/images","api/seller/products-images.spec.ts","",""
"","8","should sort products by price ascending","api","2026-09-11","passed","2026-09-11","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","407","should allow login with Enter key","ui","2026-09-11","passed","2026-09-11","Login Page UI -- User Experience","ui/login-page/user-experience.spec.ts","",""
"","8","should return consistent error envelope","api","2026-09-11","passed","2026-09-11","Home Page API -- API Error Envelope","api/home-page/error-envelope.spec.ts","",""
"","268","should have correct page title and heading","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Layout and Elements","ui/login-page/layout.spec.ts","",""
"","1222","should show validation error for empty email","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Form Validation","ui/login-page/validation.spec.ts","",""
"","54","should return 400 when adding product with invalid quantity","api","2026-09-11","passed","2026-09-11","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","1","should extract folder path from nested spec file","unit","2026-09-11","passed","2026-09-11","","extractDataFolder","",""
"","1434","should successfully login with buyer credentials","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","3","should not include CORS headers for disallowed origin","api","2026-09-11","skipped","2026-09-11","Home Page API -- CORS Headers","api/home-page/cors-headers.spec.ts","",""
"","1","should handle empty CSV data","unit","2026-09-11","passed","2026-09-11","","Basic CSV Parsing","",""
"","2277","should not proceed for underage user","ui","2026-09-11","passed","2026-09-11","Register Page UI","ui/register-page/register.spec.ts","",""
"","1","should handle CSV parsing errors","unit","2026-09-11","passed","2026-09-11","","readCsvFile","",""
"","367","should display all login page elements","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Layout and Elements","ui/login-page/layout.spec.ts","",""
"","25","seller can create a new product","api","2026-09-11","passed","2026-09-11","Seller API -- POST /api/v1/products","api/seller/products-post.spec.ts","",""
"","41","should return 404 error envelope for non-existent product","api","2026-09-11","passed","2026-09-11","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","0","should fallback to any .spec.ts file pattern","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","0","should handle special characters in strings","unit","2026-09-11","passed","2026-09-11","","Edge Cases","",""
"","0","should handle whitespace trimming","unit","2026-09-11","passed","2026-09-11","","Type Conversion","",""
"","445","category filter options are correct","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","1","should convert boolean strings to booleans","unit","2026-09-11","passed","2026-09-11","","Type Conversion","",""
