"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","should filter products by category","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","15","should return consistent error envelope","api","2026-09-10","passed","2026-09-10","Home Page API -- API Error Envelope","api/home-page/error-envelope.spec.ts","",""
"","795","login link navigates to login page","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","1245","should show error for incorrect password","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","11","seller cannot add invalid image URL","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products/:id/images","api/seller/products-images.spec.ts","",""
"","771","product cards are displayed","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","848","should have product card with accessible labels","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","11","should filter products by search query","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","8","should sort products by price descending","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","15","seller cannot add discount with invalid percentage","api","2026-09-10","passed","2026-09-10","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","0","seller can filter their listings by category","api","2026-09-10","skipped","2026-09-10","Seller API -- Pagination and Filtering for Seller Products","api/seller/pagination-filter.spec.ts","",""
"","832","should sort products by price high to low","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Catalogue Toolbar","ui/home-page/authenticated-buyer.spec.ts","",""
"","528","should display properly on tablet viewport","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Responsive Design","ui/login-page/responsive.spec.ts","",""
"","538","category filter options are correct","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","4","should return 404 for non-existent product","api","2026-09-10","passed","2026-09-10","Hoem Page API -- GET /api/v1/products/:id","api/home-page/products-id.spec.ts","",""
"","749","should have aria-live region for catalogue updates","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","0","should not include CORS headers for disallowed origin","api","2026-09-10","skipped","2026-09-10","Home Page API -- CORS Headers","api/home-page/cors-headers.spec.ts","",""
"","6","seller can create a new product","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products","api/seller/products-post.spec.ts","",""
"","620","sort options are correct","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","83","should return consistent error envelope for invalid quantity","api","2026-09-10","passed","2026-09-10","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","5","seller cannot update non-existent product","api","2026-09-10","passed","2026-09-10","Seller API -- PATCH /api/v1/products/:id","api/seller/products-patch.spec.ts","",""
"","1453","should successfully login with seller credentials","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","481","should have password field type password","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Security","ui/login-page/security.spec.ts","",""
"","2479","should navigate to cart when cart link is clicked","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Header & Navigation","ui/home-page/authenticated-buyer.spec.ts","",""
"","616","should have accessible nav toggle","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","1528","should show error for invalid credentials","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","166","should clear entire cart","api","2026-09-10","passed","2026-09-10","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","10","should handle invalid sort parameter","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","69","should return 404 for non-existent order reference","api","2026-09-10","passed","2026-09-10","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","6","buyer cannot update any product","api","2026-09-10","passed","2026-09-10","Seller API -- PATCH /api/v1/products/:id","api/seller/products-patch.spec.ts","",""
"","603","should handle very long email input","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Edge Cases","ui/login-page/edge-cases.spec.ts","",""
"","671","should filter products by category","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Catalogue Toolbar","ui/home-page/authenticated-buyer.spec.ts","",""
"","55","seller cannot issue certificate for another seller's product","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products/:id/certificate","api/seller/products-certificate.spec.ts","",""
"","921","nav toggle closes mobile menu on second click","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","1443","should show error for non-existent email","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","53","product detail endpoint does not leak sensitive information to buyers","api","2026-09-10","passed","2026-09-10","Seller API -- IDOR and Security Tests","api/seller/security-idor.spec.ts","",""
"","1075","should show correct discounted price for product 1","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","9","should sort products by price ascending","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","76","should return consistent error envelope for unauthorized access","api","2026-09-10","passed","2026-09-10","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","8","should return ok status","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/health","api/home-page/health.spec.ts","",""
"","20","should return distinct published categories","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products/categories","api/home-page/products-categories.spec.ts","",""
"","10","should filter by maxPrice","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","511","should display properly on desktop viewport","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Responsive Design","ui/login-page/responsive.spec.ts","",""
"","1315","should clear validation errors when filling fields","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Form Validation","ui/login-page/validation.spec.ts","",""
"","614","should have skip link","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","80","should handle cart with discount correctly","api","2026-09-10","passed","2026-09-10","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","1286","should navigate to orders when orders link is clicked","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Header & Navigation","ui/home-page/authenticated-buyer.spec.ts","",""
"","489","should not auto-complete sensitive data inappropriately","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Security","ui/login-page/security.spec.ts","",""
"","25","seller cannot update product stock below 0","api","2026-09-10","passed","2026-09-10","Seller API -- Edge Cases and Error Handling","api/seller/edge-cases.spec.ts","",""
"","88","should return consistent error envelope for validation errors","api","2026-09-10","passed","2026-09-10","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","105","should return 404 when adding non-existent product to cart","api","2026-09-10","passed","2026-09-10","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","1404","should logout successfully","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Session Management","ui/login-page/session.spec.ts","",""
"","10","seller can add image to their product","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products/:id/images","api/seller/products-images.spec.ts","",""
"","1781","should filter products by search","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Catalogue Toolbar","ui/home-page/authenticated-buyer.spec.ts","",""
"","546","should have accessible form labels","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","474","should display demo account hint","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Layout and Elements","ui/login-page/layout.spec.ts","",""
"","60","seller can issue certificate for their product","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products/:id/certificate","api/seller/products-certificate.spec.ts","",""
"","94","should return 404 error envelope for non-existent product","api","2026-09-10","passed","2026-09-10","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","1431","should not expose password in URL","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Security","ui/login-page/security.spec.ts","",""
"","153","should return 403 when accessing another buyers order","api","2026-09-10","passed","2026-09-10","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","122","should return 400 when adding product with invalid quantity","api","2026-09-10","passed","2026-09-10","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","39","should return demo account information","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/seed-info","api/home-page/seed-info.spec.ts","",""
"","270","should have correct page title and heading","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Layout and Elements","ui/login-page/layout.spec.ts","",""
"","795","price-was is present for sale items","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","40","seller cannot create product with missing required fields","api","2026-09-10","passed","2026-09-10","Seller API -- Edge Cases and Error Handling","api/seller/edge-cases.spec.ts","",""
"","10","should return 404 for non-existent product certificate","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products/:id/certificate","api/home-page/products-certificate.spec.ts","",""
"","1101","product card links to product detail","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","522","should have accessible skip link","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","177","should logout successfully","api","2026-09-10","passed","2026-09-10","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","2334","should not proceed for underage user","ui","2026-09-10","passed","2026-09-10","Register Page UI","ui/register-page/register.spec.ts","",""
"","307","should allow login with Enter key","ui","2026-09-10","passed","2026-09-10","Login Page UI -- User Experience","ui/login-page/user-experience.spec.ts","",""
"","2388","should show flash message on login","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Flash Messages","ui/home-page/authenticated-buyer.spec.ts","",""
"","84","should get order history","api","2026-09-10","passed","2026-09-10","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","185","should return 401 with invalid token","api","2026-09-10","passed","2026-09-10","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","4","seller cannot create product with negative stock","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products","api/seller/products-post.spec.ts","",""
"","3587","should navigate to product detail when product card is clicked","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","359","should have password field with type password","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Layout and Elements","ui/login-page/layout.spec.ts","",""
"","803","shop link is visible and clickable","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","1483","should show correct cart count when items are added","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Cart & Orders Access","ui/home-page/authenticated-buyer.spec.ts","",""
"","1536","should handle empty password submission","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","1492","should navigate to register page","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Navigation","ui/login-page/navigation.spec.ts","",""
"","795","should have accessible category filter","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","516","should have correct ARIA attributes on form","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","556","should display properly on mobile viewport","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Responsive Design","ui/login-page/responsive.spec.ts","",""
"","2704","should successfully register a new buyer account","ui","2026-09-10","passed","2026-09-10","Register Page UI","ui/register-page/register.spec.ts","",""
"","183","should return all products with correct shape - parameterized","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","165","should add item to cart","api","2026-09-10","passed","2026-09-10","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","6","seller can add fixed amount discount","api","2026-09-10","passed","2026-09-10","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","1727","search submit button works","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","732","product card contains all required elements","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","51","unauthenticated users cannot access seller routes","api","2026-09-10","passed","2026-09-10","Seller API -- IDOR and Security Tests","api/seller/security-idor.spec.ts","",""
"","867","aria-live regions are present","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Accessibility","ui/home-page/accessibility.spec.ts","",""
"","14","should return certificate for product owned by seller1","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products/:id/certificate","api/home-page/products-certificate.spec.ts","",""
"","532","should have proper heading hierarchy","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","217","should remove item from cart","api","2026-09-10","passed","2026-09-10","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","359","should display all registration elements","ui","2026-09-10","passed","2026-09-10","Register Page UI","ui/register-page/register.spec.ts","",""
"","0","seller cannot add discount exceeding product price","api","2026-09-10","skipped","2026-09-10","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","0","should preserve login form data when navigating back","ui","2026-09-10","skipped","2026-09-10","Login Page UI -- Navigation","ui/login-page/navigation.spec.ts","",""
"","825","filter by category works","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","2596","home page has no serious violations","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Accessibility","ui/home-page/accessibility.spec.ts","",""
"","23","seller can remove discount from their product","api","2026-09-10","passed","2026-09-10","Seller API -- Product Discount Management > DELETE /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","1013","should show flash message on logout","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Flash Messages","ui/home-page/authenticated-buyer.spec.ts","",""
"","6","should return a single product by ID","api","2026-09-10","passed","2026-09-10","Hoem Page API -- GET /api/v1/products/:id","api/home-page/products-id.spec.ts","",""
"","860","should show sold out badge for out of stock products","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","2291","should show rate limit error after multiple failed attempts","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Security","ui/login-page/security.spec.ts","",""
"","608","skip link works correctly","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","18","should include CORS headers for allowed origin","api","2026-09-10","passed","2026-09-10","Home Page API -- CORS Headers","api/home-page/cors-headers.spec.ts","",""
"","1317","should show validation error for empty password","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Form Validation","ui/login-page/validation.spec.ts","",""
"","6","should not expose X-Powered-By header","api","2026-09-10","passed","2026-09-10","Hoem Page API -- Security Headers","api/home-page/security-headers.spec.ts","",""
"","44","buyer cannot issue certificate","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products/:id/certificate","api/seller/products-certificate.spec.ts","",""
"","71","should return 401 when accessing orders without token","api","2026-09-10","passed","2026-09-10","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","1361","should handle empty email submission","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","8","should handle invalid price filters","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products - Catalogue","api/home-page/products-catalogue.spec.ts","",""
"","99","should not allow order if stock is insufficient","api","2026-09-10","passed","2026-09-10","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","1220","should logout successfully","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Header & Navigation","ui/home-page/authenticated-buyer.spec.ts","",""
"","52","seller cannot remove discount from another seller's product","api","2026-09-10","passed","2026-09-10","Seller API -- Product Discount Management > DELETE /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","83","should return consistent error envelope for insufficient stock","api","2026-09-10","passed","2026-09-10","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","84","should return user info from /auth/me","api","2026-09-10","passed","2026-09-10","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","31","seller can update their own product","api","2026-09-10","passed","2026-09-10","Seller API -- PATCH /api/v1/products/:id","api/seller/products-patch.spec.ts","",""
"","0","should handle unicode characters in email","ui","2026-09-10","skipped","2026-09-10","Login Page UI -- Edge Cases","ui/login-page/edge-cases.spec.ts","",""
"","7","should return 404 for product without certificate (seller2)","api","2026-09-10","passed","2026-09-10","Home Page API -- GET /api/v1/products/:id/certificate","api/home-page/products-certificate.spec.ts","",""
"","553","should have focus management","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Accessibility","ui/login-page/accessibility.spec.ts","",""
"","638","should handle special characters in password","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Edge Cases","ui/login-page/edge-cases.spec.ts","",""
"","67","should decrement stock when order is created","api","2026-09-10","passed","2026-09-10","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","6","buyer cannot create product","api","2026-09-10","passed","2026-09-10","Seller API -- POST /api/v1/products","api/seller/products-post.spec.ts","",""
"","1281","images have alt attributes","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Accessibility","ui/home-page/accessibility.spec.ts","",""
"","101","seller can get their own listings","api","2026-09-10","passed","2026-09-10","Seller API -- GET /api/v1/products/seller/mine","api/seller/products-get.spec.ts","",""
"","1266","should show mobile nav toggle on small screens","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Authenticated Buyer > Responsive Behavior","ui/home-page/authenticated-buyer.spec.ts","",""
"","1295","should not clear error on new input","ui","2026-09-10","passed","2026-09-10","Login Page UI -- User Experience","ui/login-page/user-experience.spec.ts","",""
"","702","hero content is displayed correctly","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Hero Section","ui/home-page/hero-section.spec.ts","",""
"","155","should update item quantity in cart","api","2026-09-10","passed","2026-09-10","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","85","should get single order by reference","api","2026-09-10","passed","2026-09-10","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","9","should have proper security headers","api","2026-09-10","passed","2026-09-10","Hoem Page API -- Security Headers","api/home-page/security-headers.spec.ts","",""
"","212","should return 401 when accessing cart without token","api","2026-09-10","passed","2026-09-10","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","1","seller can paginate their listings","api","2026-09-10","skipped","2026-09-10","Seller API -- Pagination and Filtering for Seller Products","api/seller/pagination-filter.spec.ts","",""
"","656","search input is visible","ui","2026-09-10","passed","2026-09-10","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","78","should create order from cart","api","2026-09-10","passed","2026-09-10","Buyer API -- Order Operations","api/buyer/order-operations.spec.ts","",""
"","60","seller cannot access/modify other seller's products (IDOR protection)","api","2026-09-10","passed","2026-09-10","Seller API -- IDOR and Security Tests","api/seller/security-idor.spec.ts","",""
"","1305","should show validation error for invalid email format","ui","2026-09-10","passed","2026-09-10","Login Page UI -- Form Validation","ui/login-page/validation.spec.ts","",""
